fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,oakiness_index,fruitiness_factor
7.9,0.53,0.24,2.1732514999485093,0.0186399693560833,14.892631134108225,105.0,0.996,3.27,0.54,9.509877685198719,0.13032394670232816,5.040235173155321
9.0,0.46,0.31,3.0231300146192632,0.2150821298813048,19.008108254290082,98.0,0.99815,3.32,0.63,9.582541634898803,0.19908231282795774,4.407969152053449
8.6,0.47,0.3,3.0638051101440755,-0.011677378121184481,29.951935205851175,135.0,0.9976,3.3,0.53,9.481350963600065,0.5877032283414765,4.45623495289203
7.4,0.36,0.29,2.6500844474944456,0.25820402840178924,26.253938162278285,72.0,0.99645,3.39,0.68,11.130547880715433,0.06404352386478851,4.006997237057556
7.1,0.35,0.29,2.319894226584726,-0.07876365098282617,19.99601056162483,53.0,0.9962,3.42,0.65,11.002100384163276,0.8624341301411569,3.850735134457146
9.6,0.56,0.23,3.3457326200265975,0.14547700645568912,36.85957604337384,92.0,0.9996,3.3,0.65,10.168195297129497,0.9614996792371473,5.694189366392519
9.6,0.77,0.12,2.821221624809176,0.12954306825266235,29.986581978932307,74.0,0.99865,3.3,0.64,10.368973324340654,0.24674742066738087,7.984109459742304
9.8,0.66,0.39,3.1379152401748884,0.003444293205911761,21.05193587456379,59.0,0.9989,3.37,0.71,11.532416635248845,0.45009526859085935,7.611394979264238
9.6,0.77,0.12,2.8831856181415207,0.12443939378610126,30.16733639461525,74.0,0.99865,3.3,0.64,10.386985694563231,0.02213445102949707,7.997978984813688
9.8,0.66,0.39,3.1527909422302876,0.21095186697601587,20.94105476000613,59.0,0.9989,3.37,0.71,11.509699596499273,0.6407102247272215,7.59640173368952
9.3,0.61,0.26,3.202070018962421,-0.13168188393540645,24.841757202597638,87.0,0.99975,3.24,0.62,9.759515702543691,0.41392605805258886,5.953304578551651
7.8,0.62,0.05,2.3747910256117533,0.12927448074908146,6.081683701143098,18.0,0.99735,3.29,0.63,9.218177931676653,0.2700584661015557,5.715270317639525
10.3,0.59,0.42,2.692725697426019,-0.15932708203300777,34.86194012941004,73.0,0.999,3.28,0.7,9.709238727568547,0.20683711061660848,5.7284508492654425
10.0,0.49,0.2,11.023924686411116,-0.025566480352320814,12.956384455849252,50.0,1.0015,3.16,0.69,9.099398261850029,0.6540230776587604,4.458705148306514
10.0,0.49,0.2,11.207408266974998,0.23391663649009453,12.9742379514489,50.0,1.0015,3.16,0.69,9.078581138721226,0.41621703103231444,4.448504757973401
11.6,0.53,0.66,3.5580615408413574,0.0628217966607946,5.993036654669989,14.0,0.9978,3.05,0.74,11.615811087350007,0.17965928902991202,6.156379876295504
10.3,0.44,0.5,4.246971247725367,-0.01038799644089726,5.068916445707433,13.0,0.998,3.28,0.83,11.579166269396294,0.689109081486824,5.09483315853437
13.4,0.27,0.62,2.571399577811989,0.062206227101531814,5.931636571771361,21.0,1.0002,3.16,0.67,9.762411981705215,0.5650722830366937,2.635851235060408
10.7,0.46,0.39,2.110095963499857,0.2677906338163552,6.972627074783324,15.0,0.9981,3.18,0.62,9.562834550926429,0.8586720549294962,4.398903893426158
10.2,0.36,0.64,3.095834745422059,-0.061168224720602626,9.998572964705062,41.0,0.998,3.23,0.66,12.498775322715309,0.1174758988764929,4.499559116177511
10.2,0.36,0.64,2.7770450405547584,0.01686900883606554,10.01495979575188,41.0,0.998,3.23,0.66,12.410274562851416,0.7856666019444561,4.467698842626509
8.0,0.58,0.28,3.2496699223236525,0.21574316831796264,21.00978271747079,114.0,0.9973,3.22,0.54,9.407580455819373,0.673516786817259,5.4563966643752355
8.4,0.56,0.08,2.053468954321995,0.29077023435377325,16.04360057752226,44.0,0.9958,3.13,0.52,10.932283828848789,0.11501093682809782,6.122078944155322
7.9,0.65,0.01,2.4894051645695865,0.06765687757097161,17.084383950964174,38.0,0.9963,3.34,0.74,11.797511973341775,0.6948207298717207,7.668382782672154
11.9,0.695,0.53,3.664434334701703,0.004094729747335754,7.039263411565097,21.0,0.9992,3.17,0.84,12.185294261849785,0.4415472888798304,8.4687795119856
8.9,0.43,0.45,1.7497029671604847,0.2615843501809159,6.045358552350922,16.0,0.9948,3.35,0.7,12.417450280320748,0.9449847855558431,5.339503620537922
7.8,0.43,0.32,2.8253739661494572,0.2394442391749197,28.84177768332535,58.0,0.9974,3.31,0.64,10.267861415834702,0.1416113506178993,4.415180408808921
12.4,0.49,0.58,3.0467693171765435,0.1708946987762233,28.005022769916568,99.0,1.0008,3.16,1.0,11.541293145427563,0.642833390815738,5.655233641259506
12.5,0.28,0.54,2.4085786324939344,0.000759765106257998,12.04795075480016,29.0,0.9997,3.11,1.36,9.743627544719603,0.38198004546294595,2.728215712521489
12.2,0.34,0.5,2.4097983153470897,0.06109706591619633,10.072894119457045,21.0,1.0,3.12,1.18,9.117777960443355,0.9568146705908778,3.100044506550741
10.6,0.42,0.48,2.7308050539504105,0.04896399189551692,4.93076492257662,18.0,0.9972,3.21,0.87,11.324368721149192,0.32997489529027646,4.7562348628826605
10.9,0.39,0.47,1.7608351432578209,0.15108513046155778,5.934096072511135,14.0,0.9982,3.3,0.75,9.824496657110872,0.9621859094918002,3.8315536962732404
10.9,0.39,0.47,1.8269126941245108,0.2631001438131336,5.94258993247164,14.0,0.9982,3.3,0.75,9.749305682462888,0.9014858511007491,3.8022292161605264
11.9,0.57,0.5,2.565680772450259,0.16994170411374032,6.053641389989134,32.0,1.0006,3.12,0.78,10.652896169438167,0.27038323531065633,6.072150816579755
7.0,0.685,0.0,1.962157188985605,-0.04073760769847583,40.10338810549242,63.0,0.9979,3.6,0.81,9.923204993735764,0.8035417768264277,6.797395420708999
6.6,0.815,0.02,2.6630389663956366,0.20964964500195377,16.95925398927084,34.0,0.9955,3.58,0.89,12.155191565850268,0.995604201803506,9.906481126167968
13.8,0.49,0.67,3.0377100393902188,0.12431321400131554,6.090796231362705,15.0,0.9986,3.02,0.93,11.859253622562344,0.25266300217128235,5.811034275055548
9.6,0.56,0.31,2.797073718631502,0.15770657958589163,15.01234798091646,46.0,0.9979,3.11,0.92,9.928155577874756,0.43677716932331967,5.5597671236098645
9.1,0.785,0.0,2.7126050250772167,0.2396540859278603,10.987571422283755,28.0,0.9994,3.36,0.86,9.378655284828815,0.5201807365667597,7.36224439859062
10.7,0.67,0.22,2.6948606276411518,-0.00415802495135513,16.978861577018204,34.0,1.0004,3.28,0.98,9.9310907565598,0.2949311358038643,6.653830806895067
9.1,0.795,0.0,2.422696753179312,0.09241744212935371,11.074661136460216,26.0,0.9994,3.35,0.83,9.547535621694955,0.01526483964602976,7.59029081924749
7.7,0.665,0.0,2.526192150071399,0.03685454486407849,8.032557781678706,19.0,0.9974,3.27,0.73,9.385765962320203,0.22012924419752666,6.241534364942935
13.5,0.53,0.79,4.709426769913738,-0.0367859425365456,23.227582542764765,77.0,1.0018,3.18,0.77,12.984006147003658,0.28193688434175845,6.881523257911939
6.1,0.21,0.4,1.334623366135118,0.10067099776049199,40.41477753570027,165.0,0.9912,3.25,0.59,11.898098379209731,0.44359970131818716,2.4986006596340435
6.7,0.75,0.01,2.3404338705956507,0.32915565515844236,17.051810170202998,32.0,0.9955,3.55,0.61,12.69974706353622,0.17110247841340187,9.524810297652165
11.5,0.41,0.52,3.1374438093170816,-0.10400777445057528,28.94707989901885,55.0,1.0001,3.26,0.88,10.99814868640076,0.8732543566916726,4.509240961424312
10.5,0.42,0.66,2.7364325786021304,0.11277193889505298,11.913071301301136,29.0,0.997,3.24,0.75,11.671134136107986,0.7049111327313361,4.901876337165354
11.9,0.43,0.66,3.4137748533659993,0.17305429350747736,9.998913286296503,23.0,1.0,3.15,0.85,10.43227185603381,0.08520047755966198,4.485876898094538
12.6,0.38,0.66,2.705605680906605,0.10030782016561811,10.013735247940703,41.0,1.001,3.17,0.68,9.717276905644768,0.6500924511399314,3.692565224145012
8.2,0.7,0.23,2.022323891412916,0.08768719474842596,14.291817355506009,81.0,0.9973,3.19,0.7,9.451934651424118,0.6536564764056204,6.616354255996882
8.6,0.45,0.31,2.5945105999383715,-0.04392163634458243,20.98158541843168,50.0,0.9982,3.37,0.91,10.053273891300258,0.9562211736436277,4.523973251085116
11.9,0.58,0.66,2.528555407485766,0.09527867429401636,5.886982127051532,37.0,0.9992,3.05,0.56,9.989123985154315,0.0030208713561612477,5.7936919113895025
12.5,0.46,0.63,2.052112242837934,-0.004676397701592644,6.027301071749439,15.0,0.9988,2.99,0.87,10.240171172209893,0.2479324498058072,4.710478739216551
12.8,0.615,0.66,5.864521558595006,-0.13599217049785534,6.7925359962453635,42.0,1.0022,3.07,0.73,10.069014399171111,0.9277914793753155,6.192443855490233
10.0,0.42,0.5,3.455560446600345,0.2264592220513731,6.9908043217395734,21.0,0.9979,3.26,0.93,11.759877952811417,0.932133915398283,4.939148740180795
12.8,0.615,0.66,5.808958068125524,0.17883858198420427,7.001602528229516,42.0,1.0022,3.07,0.73,10.022409248181042,0.7205864193706374,6.1637816876313405
10.4,0.575,0.61,2.5802661579692674,0.08116609768510798,11.07946003829452,24.0,1.0,3.16,0.69,9.001259240078179,0.76576332104754,5.175724063044952
10.3,0.34,0.52,2.784872671634649,0.18190746882057027,15.097362224942785,75.0,0.9998,3.18,0.64,9.409767609854883,0.09148295792964711,3.1993209873506605
9.4,0.27,0.53,2.3805091719647318,0.18143180127155614,5.949643038109229,18.0,0.9962,3.2,1.13,11.922699021614454,0.5138758347782336,3.219128735835903
6.9,0.765,0.02,2.413377009686706,0.08543396567780825,34.984938598537006,63.0,0.9975,3.57,0.78,9.902451017425895,0.2315829912889994,7.57537502833081
7.9,0.24,0.4,1.6593556722280862,0.14640175547613143,10.923387916938934,25.0,0.9967,3.32,0.87,8.749799829124544,0.18121804361361726,2.0999519589898905
9.1,0.28,0.48,1.505961136533572,0.03725177991261499,25.88719374451923,46.0,0.9967,3.32,1.04,10.745114360779503,0.8103032991233325,3.0086320210182613
7.4,0.55,0.22,2.2655900776529765,0.23719837385739467,12.030989477938064,72.0,0.9959,3.05,0.63,9.29592708260852,0.13503813668054743,5.112759895434686
14.0,0.41,0.63,3.8194736194718772,0.12107857259326839,5.87264144514034,47.0,1.0014,3.01,0.81,11.015318245751157,0.46865163699638523,4.516280480757974
11.5,0.54,0.71,4.39812912435541,0.1434051943605874,5.958537309942813,15.0,0.9984,3.01,0.83,11.723265243711197,0.938578239586033,6.330563231604047
11.5,0.45,0.5,2.9611481546911116,-0.0490061088712032,18.900482604010076,47.0,1.0003,3.26,1.11,11.087232063672069,0.18583205556534255,4.989254428652431
9.4,0.27,0.53,2.512411271998601,0.10269558543017088,6.054968318629026,18.0,0.9962,3.2,1.13,12.018334200573836,0.9779934237382346,3.244950234154936
11.4,0.625,0.66,6.294752646212286,0.0048045082505548675,6.180143009926649,24.0,0.9988,3.11,0.99,13.518980293321768,0.994287985761059,8.449362683326104
8.3,0.42,0.38,2.422712233217639,0.03017172734715058,23.869841201719666,60.0,0.9979,3.31,0.7,10.719170171464485,0.5556171546824029,4.502051472015084
8.3,0.26,0.42,2.0407052287124534,-0.0015375628316121187,10.814698151710243,27.0,0.9974,3.21,0.8,9.316027815781922,0.17014274017715791,2.4221672321032996
13.7,0.415,0.68,2.8028343265458715,-0.021623493189922502,16.987511311464992,43.0,1.0014,3.06,0.8,9.940060735455598,0.31610488794089564,4.125125205214073
8.3,0.26,0.42,1.8620381835211068,0.2924771403016962,11.001569779595776,27.0,0.9974,3.21,0.8,9.18761042756902,0.42449283267653515,2.3887787111679453
8.3,0.26,0.42,1.9373282775410035,0.21313390619884032,11.02186593067573,27.0,0.9974,3.21,0.8,9.347424497831923,0.30932422435822293,2.4303303694363003
7.7,0.51,0.28,2.186239347238276,0.2790367502144261,22.955367948476564,54.0,0.998,3.42,0.74,9.12408673384463,0.2806355798765158,4.653284234260761
7.4,0.63,0.07,2.4953125045376088,-0.032289501955556396,10.979936070117457,37.0,0.9979,3.43,0.76,9.71503937864762,0.9722297092163575,6.120474808548001
7.8,0.54,0.26,2.0513085420097292,0.09512537499108925,23.03675104105406,48.0,0.9981,3.41,0.74,9.234175597577716,0.15336482741574564,4.986454822691967
8.3,0.66,0.15,1.9725095786847997,-0.050350762520409584,17.104043089264483,42.0,0.9972,3.31,0.54,9.787617083921589,0.7333279087168623,6.459827275388249
7.8,0.46,0.26,1.9516178287114958,0.01843051228029359,22.80449512296817,53.0,0.9981,3.43,0.74,9.295042383818604,0.00041028943917487126,4.275719496556558
9.6,0.38,0.31,2.4358518404777048,0.00418730165834251,15.963106056096853,49.0,0.9982,3.19,0.7,9.94230963443376,0.5961826694023769,3.7780776610848292
5.6,0.85,0.05,1.443192254467394,0.16895840064415615,12.021380879394107,88.0,0.9924,3.56,0.82,12.810158532865165,0.9159430039540524,10.88863475293539
13.7,0.415,0.68,2.980040952522768,0.045377032189824015,16.908202389538925,43.0,1.0014,3.06,0.8,10.049191917150651,0.287934094093219,4.1704146456175195
9.5,0.37,0.52,2.0754291329813572,0.18883793336940163,6.17311696317673,26.0,0.998,3.18,0.51,9.367976679297936,0.1855259752577192,3.4661513713402363
8.4,0.665,0.61,2.1188913371474642,0.1724120889588518,12.936459011977126,95.0,0.997,3.16,0.54,9.283145876585435,0.651679794878427,6.173292007929314
12.7,0.6,0.65,2.370830384720106,0.2933638752104789,5.995870731299272,25.0,0.9997,3.03,0.57,10.01794401207213,0.7126014072983932,6.010766407243278
12.0,0.37,0.76,4.235144820754159,-0.08194442231397239,7.0556022096842295,38.0,1.0004,3.22,0.6,12.953082434789529,0.6880305189519813,4.792640500872126
6.6,0.735,0.02,8.007015023831643,0.2479233239786799,67.94087152111982,124.0,0.9994,3.47,0.53,9.728686547090913,0.31931688002137404,7.150584612111821
11.5,0.59,0.59,2.597347874075094,0.20164408704007275,12.815342695219558,49.0,0.9988,3.18,0.65,11.135387237416541,0.2522024021593309,6.569878470075759
11.5,0.59,0.59,2.511812534877228,-0.01033788380270348,12.957134547308346,49.0,0.9988,3.18,0.65,10.988546015474737,0.9559187999620442,6.483242149130095
8.7,0.765,0.22,2.2836933036056233,0.16471333364731597,9.102944055592705,42.0,0.9963,3.1,0.55,9.523781631197346,0.9232995082699295,7.28569294786597
6.6,0.735,0.02,7.825509735519355,0.1556144963026229,67.96631048732148,124.0,0.9994,3.47,0.53,9.740557234120564,0.4573166098928203,7.159309567078615
7.7,0.26,0.3,1.6324821725025618,0.03625237400465922,19.9153565698541,38.0,0.9949,3.29,0.47,10.740062497704624,0.8461938661543734,2.7924162494032023
12.2,0.48,0.54,2.5855481329284484,0.0026064513028000447,19.092567220950272,64.0,1.0,3.1,0.61,10.500524369971819,0.45232347763429603,5.040251697586473
11.4,0.6,0.49,2.620758007900004,0.013089054855081411,9.966922510397694,41.0,0.9994,3.15,0.63,10.504698059376475,0.4243890180725104,6.302818835625884
7.7,0.69,0.05,2.6692038470360964,0.2799812095785926,14.948983918634978,27.0,0.9974,3.26,0.61,9.054993452852075,0.15676294759929466,6.247945482467932
8.7,0.31,0.46,1.2106385333046212,0.05906828189574826,11.01494560896633,25.0,0.9966,3.36,0.76,10.16228499323475,0.42640605649197283,3.1503083479027723
9.8,0.44,0.47,2.521329370737294,0.14121300015314592,9.077075020961878,28.0,0.9981,3.24,0.65,10.693237957061742,0.537416938599807,4.705024701107166
12.0,0.39,0.66,3.0001205475362225,0.013910061833244683,12.238171353173255,30.0,0.9996,3.18,0.63,10.785762051497871,0.022504327428686466,4.2064472000841695
10.4,0.34,0.58,3.618291136893181,0.0960147053778361,6.0827236107657425,16.0,0.997,3.19,0.7,11.31202956317119,0.4441130051754064,3.846090051478205
12.5,0.46,0.49,4.565924566843241,0.17819848092499424,26.115983996638835,49.0,0.9981,3.05,0.57,9.651443883405875,0.7813562183952003,4.439664186366703
9.0,0.43,0.34,2.593757013762656,-0.05495762115515322,25.949403380101213,86.0,0.9987,3.38,0.62,9.571161487808888,0.6800460563742698,4.115599439757822
9.1,0.45,0.35,2.2392440135631024,0.038478623209472845,22.897413189403053,78.0,0.9987,3.38,0.62,9.387535790816212,0.635156988863935,4.224391105867296
7.1,0.735,0.16,1.8237275221433784,0.10340274110722321,15.006233134961912,77.0,0.9966,3.27,0.64,9.146588582926439,0.9095554284372025,6.7227426084509325
9.9,0.4,0.53,6.62308576502127,0.10813726018400524,6.0107169915259595,19.0,0.9986,3.27,0.82,11.827767682189851,0.01803200982523001,4.731107072875941
8.8,0.52,0.34,2.6060096898891136,0.06909067149838437,23.89214872586354,122.0,0.9982,3.26,0.61,9.533231401197959,0.5570475861922342,4.9572803286229385
8.6,0.725,0.24,6.682947484193175,0.15658197810959232,30.982470547009598,134.0,1.0014,3.32,1.07,9.225151346344346,0.7873488484097071,6.68823472609965
10.6,0.48,0.64,2.18061738612272,0.18028557558178115,6.039931760171913,20.0,0.997,3.26,0.66,11.855115197552252,0.5413353827012672,5.690455294825081
7.0,0.58,0.12,1.873548515868939,0.16446375454593298,34.036039339501805,124.0,0.9956,3.44,0.48,10.511567463429285,0.32389555258037916,6.096709128788985
11.9,0.38,0.51,1.7996137635593246,0.022419619133217328,7.050428785338427,20.0,0.9996,3.24,0.76,10.517929718406384,0.13625056509197786,3.996813292994426
6.8,0.77,0.0,1.8635418030209228,0.037584490207120284,34.029096473013745,52.0,0.9976,3.62,0.68,9.906751848141012,0.8875630718161913,7.628198923068579
9.5,0.56,0.33,2.2760741605146526,0.20847628618769376,34.949299134072994,67.0,0.9972,3.28,0.73,12.0060747924882,0.470762392387603,6.723401883793392
6.6,0.84,0.03,2.3059932630266324,0.14846471875738723,31.948609937335117,48.0,0.9952,3.52,0.56,12.475534084244321,0.8781151969857014,10.47944863076523
7.7,0.96,0.2,2.027737693795819,-0.09028594514810641,14.880104860200612,60.0,0.9955,3.36,0.44,10.875103585152093,0.5858521224331683,10.440099441746009
10.5,0.24,0.47,2.2360658595838654,0.10114799003522018,6.17847750391851,24.0,0.9978,3.15,0.9,11.097157095095435,0.6741921166150008,2.663317702822904
7.7,0.96,0.2,1.8691179600880887,-0.15082252493748105,15.00134503646193,60.0,0.9955,3.36,0.44,10.964537594958514,0.80426115437845,10.525956091160174
6.6,0.84,0.03,1.9980487844179173,0.06369349020603696,31.977514694420513,48.0,0.9952,3.52,0.56,12.436863155753235,0.6591555446001344,10.446965050832716
6.4,0.67,0.08,2.1183849544753697,0.2347767016745977,18.907120791854755,48.0,0.9949,3.49,0.49,11.30350765394199,0.3980548406789377,7.573350128141134
9.5,0.78,0.22,2.0800511181510855,-0.017789271726898634,6.293565790232778,32.0,0.9988,3.26,0.56,10.668605145999843,0.513633383928651,8.321512013879877
9.1,0.52,0.33,1.4238946352939439,-0.013432304549158211,8.89266719677771,30.0,0.9978,3.24,0.6,9.40584244868496,0.8030455246758799,4.891038073316179
12.8,0.84,0.63,2.4209659415274625,0.16440297815728594,12.957115207439392,35.0,0.9997,3.1,0.6,10.22412605135769,0.3736502963729842,8.588265883140458
10.5,0.24,0.47,2.0508363814367954,-0.0882801515209646,6.041583683628606,24.0,0.9978,3.15,0.9,10.881674148733422,0.3881214567684971,2.6116017956960214
7.8,0.55,0.35,2.2807122596637313,0.010724497011496081,21.060021296574426,66.0,0.9974,3.25,0.56,8.996076782223989,0.09569011605800115,4.947842230223195
11.9,0.37,0.69,2.202645380029553,0.13764411375817526,12.095793205521568,24.0,0.9958,3.0,0.65,12.773059316555544,0.9145844352217477,4.726031947125551
12.3,0.39,0.63,2.347635776935622,0.027571415231059687,6.1807608507769265,18.0,1.0004,3.16,0.49,9.571754225579596,0.09103631494544173,3.7329841479760426
10.4,0.41,0.55,3.2505470159166627,0.052403001278902836,22.05061576554607,54.0,0.9996,3.15,0.89,10.050235705209603,0.6482091774485559,4.120596639135937
12.3,0.39,0.63,2.4060209907498877,0.16541857103150345,5.8943969200033335,18.0,1.0004,3.16,0.49,9.507409478041977,0.4131944788027977,3.707889696436371
8.0,0.67,0.3,2.275966003891108,0.10215460835365613,37.97430548748782,62.0,0.9958,3.26,0.56,10.362861554557128,0.40561939025544236,6.943117241553276
11.1,0.45,0.73,3.2392415967178767,0.09268183962954019,6.030783237251389,22.0,0.9986,3.17,0.66,11.06198985417851,0.6795518365726839,4.977895434380329
10.4,0.41,0.55,3.1491036374292505,0.042087772072996125,22.20682260415058,54.0,0.9996,3.15,0.89,9.729661756064484,0.06709373262987872,3.9891613199864384
7.0,0.62,0.18,1.4974425687808006,0.09900611152689553,6.86021945215757,50.0,0.9951,3.08,0.6,9.29444523011034,0.5937057829514346,5.76255604266841
12.6,0.31,0.72,2.0230924095110883,0.05962673199002433,6.120257650522523,29.0,0.9987,2.88,0.82,9.838406544893932,0.7720317859723548,3.049906028917119
11.9,0.4,0.65,2.080528686891094,0.11378056099257848,7.017991436954642,27.0,0.9988,3.06,0.68,11.296730525190592,0.8282127578865942,4.518692210076237
15.6,0.685,0.76,3.65907175618869,0.05030679748820218,6.083783053522948,43.0,1.0032,2.95,0.68,10.993255789996011,0.1705303893937753,7.530380216147268
10.0,0.44,0.49,2.6475911602065407,0.05874310256204589,10.989800528336406,19.0,0.9963,3.23,0.63,11.59108799604872,0.8974190500781737,5.100078718261437
5.3,0.57,0.01,1.7152354872033722,-0.044995779255201394,4.915756736987367,27.0,0.9934,3.57,0.84,12.369553049949515,0.6561460918474422,7.050645238471223
9.5,0.735,0.1,2.01775800676178,0.07549923899937641,6.075087277940133,31.0,0.9986,3.23,0.56,10.166967254883003,0.8818548008206828,7.472720932339008
12.5,0.38,0.6,2.712103066732447,-0.00010008636288448558,31.065443102710564,72.0,0.9996,3.1,0.73,10.536659824609686,0.48528071711019827,4.00393073335168
9.3,0.48,0.29,2.10002070649182,0.015595354983800658,6.0972056965739725,16.0,0.9968,3.22,0.72,11.106012021367263,0.542033345097202,5.330885770256286
8.6,0.53,0.22,1.9990699678861386,0.12586611478553883,6.9986695364621365,27.0,0.9967,3.2,0.56,10.14861330826633,0.9190382770286711,5.378765053381156
11.9,0.39,0.69,2.767210528348708,0.11627397758576603,16.940017797668016,35.0,0.9994,3.1,0.61,10.694078647811105,0.8999095433546718,4.170690672646331
11.9,0.39,0.69,2.815519068385898,0.17328737349485726,16.844121300497616,35.0,0.9994,3.1,0.61,10.793732090272684,0.448160873369002,4.209555515206347
8.4,0.37,0.53,1.8825098264667635,0.36988744304249005,9.081937326813941,26.0,0.9979,3.06,1.06,9.195514232050124,0.27441263163568175,3.402340265858546
6.8,0.56,0.03,1.61328697842891,0.12480528468367558,18.042388948244398,35.0,0.9968,3.44,0.63,9.901427395366445,0.39317043456426415,5.54479934140521
10.4,0.33,0.63,2.7341883510924743,0.13907975722736632,4.903421736713604,22.0,0.9998,3.26,0.74,11.250404651551785,0.38776432852974974,3.712633535012089
7.0,0.23,0.4,1.5696273971223336,0.10747738078315948,20.946142632670337,67.0,0.9952,3.5,0.63,11.046974238162756,0.28686687498279395,2.540804074777434
11.3,0.62,0.67,5.065412907652679,0.00343463171978578,5.953324118804856,19.0,0.9988,3.22,0.69,13.320712716773766,0.26857960433296657,8.258841884399734
8.9,0.59,0.39,2.21807421402785,0.1099363482271189,4.851701556801758,22.0,0.9986,3.37,0.58,10.289296964004546,0.8610629364797194,6.070685208762682
9.2,0.63,0.21,2.6523779126455342,0.13341402960546614,28.918231760339488,65.0,0.9988,3.28,0.58,9.496475767758062,0.06986192068466168,5.982779733687579
10.4,0.33,0.63,2.8874389180712727,0.0847178466907942,4.886616964319365,22.0,0.9998,3.26,0.74,11.14463506946528,0.6776111820995941,3.6777295729235426
11.6,0.58,0.66,2.226256132900193,-0.13464776583710847,9.958752098811207,47.0,1.0008,3.25,0.57,8.880212210741115,0.1728200514564523,5.150523082229847
9.2,0.43,0.52,2.3193589911367543,0.099048962397348,13.926130250167043,23.0,0.9976,3.35,0.61,11.49647251329164,0.34450589339406323,4.943483180715405
8.3,0.615,0.22,2.6850897962167974,0.3082531039397242,5.837299507913325,19.0,0.9982,3.26,0.61,9.303526355197173,0.06154303413483686,5.721668708446261
11.0,0.26,0.68,2.53626282116006,0.04899607312430173,10.202259023056948,25.0,0.997,3.18,0.61,11.730027449200742,0.26997363685546205,3.049807136792193
8.1,0.66,0.7,2.239046484992889,0.02519229021446788,25.125254073102923,129.0,0.9972,3.08,0.53,9.021397991073423,0.7684210711172421,5.95412267410846
11.5,0.315,0.54,2.0896778247067505,0.12133485597113983,4.922098057848001,15.0,0.9987,2.98,0.7,9.188767195030916,0.8850153245472586,2.8944616664347387
10.0,0.29,0.4,2.9265362349399626,0.12923782104665718,10.027242139665361,26.0,1.0006,3.48,0.91,9.677903040046678,0.22152715190236705,2.8065918816135365
10.3,0.5,0.42,1.9417241342388418,0.18827351654164146,21.04174650898213,51.0,0.9982,3.16,0.72,11.561416670004343,0.46354783925892185,5.7807083350021715
8.8,0.46,0.45,2.356118284172357,-0.060786815590888776,7.119108585477347,18.0,0.9947,3.32,0.79,14.075750771004731,0.4703240479372064,6.474845354662177
11.4,0.36,0.69,2.0865720837813697,0.16313802525749924,5.918139497333992,21.0,1.0,3.17,0.62,9.146949885238946,0.8735753057597342,3.2929019586860204
8.7,0.82,0.02,1.342274813609994,0.12904220612514636,36.10921067839824,48.0,0.9952,3.2,0.58,9.742418175935533,0.7627990528758054,7.988782904267137
13.0,0.32,0.65,2.6926215402241596,0.07878534630594539,14.945209469579307,47.0,0.9996,3.05,0.61,10.572494830284835,0.5130772183680499,3.3831983456911474
9.6,0.54,0.42,2.496539748459117,0.114868731792169,24.86641375958314,52.0,0.997,3.2,0.71,11.169807883526442,0.6707472004717734,6.031696257104279
12.5,0.37,0.55,2.7236130721806218,0.18594574815983572,25.07241365593145,68.0,0.9995,3.15,0.82,10.248480893780146,0.8473550539093668,3.791937930698654
9.9,0.35,0.55,2.108865759096144,0.14923153800284505,5.1290758424122425,14.0,0.9971,3.26,0.79,10.736687426744453,0.009538954025544943,3.7578405993605584
10.5,0.28,0.51,1.7197315707405596,-0.03430193120737286,10.258790897353068,24.0,0.9982,3.2,0.89,9.564496771350129,0.4028900310500486,2.6780590959780364
9.6,0.68,0.24,2.138234810456565,0.16901581867554843,4.880027473490979,28.0,0.9988,3.14,0.6,10.175096396044362,0.9072431672770787,6.919065549310166
9.3,0.27,0.41,1.968392714397295,0.08453113949674815,6.069891968508079,16.0,0.998,3.28,0.7,9.757655696305576,0.7403130308439514,2.6345670380025057
10.4,0.24,0.49,1.861577114977114,0.08228740980155154,5.959019875620647,20.0,0.9977,3.18,1.06,11.031125015454354,0.5428413743340746,2.647470003709045
9.6,0.68,0.24,2.320388443716882,0.09431969910016945,5.078335871052403,28.0,0.9988,3.14,0.6,10.507888080845524,0.5296445270351334,7.145363894974956
9.4,0.685,0.11,2.6860553724319,0.061975701120174004,5.852951044876875,31.0,0.9984,3.19,0.7,10.211957491143457,0.3477700976044378,6.995190881433269
10.6,0.28,0.39,15.454981073514858,0.18817074971070652,5.873723022430144,23.0,1.0026,3.12,0.66,9.187208240851923,0.5205205336415145,2.572418307438539
9.4,0.3,0.56,2.8000527958856596,0.0716282040150788,5.922412517683352,17.0,0.9964,3.15,0.92,11.604445955939957,0.6553831994634532,3.481333786781987
10.6,0.36,0.59,2.2601206748929115,0.04004538716168313,6.007896404566808,18.0,0.9986,3.04,1.05,9.239355367974243,0.4183630384287931,3.326167932470727
10.6,0.36,0.6,2.055614518386646,0.1126470144030271,6.935891873346164,18.0,0.9986,3.04,1.06,9.420346363586722,0.714153146392174,3.39132469089122
10.6,0.44,0.68,3.8703819046862757,0.13186947168104757,6.065905434391342,24.0,0.997,3.06,0.66,13.32436492547157,0.8612322272603858,5.862720567207491
